YEL027W	VMA3	Vacuolar Membrane Atpase	10000.0	hr	1.2	0.58	0.74	22.54	0.85	160	140.7	0.09	16352.8
YEL029C	BUD16	BUD site selection	12.4	hr	-0.14	0.14	0.03	30.31	0.45	312	88.85	0.1	35556.5
YEL031W	SPF1	Sensitivity to Pichia Farinosa killer toxin	11.7	hr	0.01	0.26	0.3	35.67	0.6	1215	93.56	0.1	135259.6
YEL032W	MCM3	MiniChromosome Maintenance	5.9	hr	-0.47	0.18	0.21	45.98	0.55	971	82.3	0.06	107486.6
YEL034W	HYP2	HYPusine-containing protein	9.1	hr	-0.38	0.81	0.83	29.22	0.91	157	71.24	0.05	17103.4
YEL036C	ANP1	ANP and osmotic sensitive	9.7	hr	-0.75	0.16	0.18	53.04	0.53	500	66.12	0.11	58161.4
YEL037C	RAD23	RADiation sensitive	8.4	hr	-0.45	0.16	0.22	47.49	0.55	398	70.24	0.04	42328.0
YEL038W	UTR4	Unidentified TRanscript	13.7	hr	-0.3	0.12	0.1	46.12	0.49	227	86.44	0.11	25182.6
YEL040W	UTR2	Unidentified TRanscript	2.9	hr	-0.35	0.23	0.27	36.96	0.58	467	60.73	0.1	49886.8
YEL042W	GDA1	Guanosine DiphosphatAse	4.9	hr	-0.21	0.23	0.25	39.05	0.57	518	84.44	0.08	56807.0
YEL043W	""	""	6.3	hr	-0.68	0.15	0.11	53.86	0.48	956	74.13	0.06	106135.4
YEL044W	IES6	Ino Eighty Subunit	10.6	hr	-0.83	0.11	0.05	55.96	0.45	166	62.97	0.08	18549.3
YEL046C	GLY1	GLYcine requiring	7.2	hr	-0.16	0.33	0.51	27.29	0.72	387	84.94	0.08	42807.5
YEL047C	FRD1	Fumarate ReDuctase	11.6	hr	-0.14	0.26	0.37	34.44	0.64	470	94.21	0.06	50838.6
YEL048C	TCA17	TRAPP Complex Associated protein	6.2	hr	0.07	0.14	0.02	20.66	0.45	152	108.45	0.09	17345.1
YEL050C	RML2	Ribosomal Mitochondrial Large	6.7	hr	-0.58	0.17	0.23	52.0	0.54	393	81.57	0.05	43835.0
YEL051W	VMA8	Vacuolar Membrane Atpase	12.3	hr	-0.62	0.32	0.39	36.83	0.66	256	76.98	0.07	29192.4
YEL052W	AFG1	ATPase Family Gene	5.2	hr	-0.35	0.14	0.04	33.15	0.46	509	74.54	0.11	58272.3
YEL055C	POL5	POLymerase	10.4	hr	-0.29	0.15	0.06	34.07	0.46	1022	95.03	0.07	115864.0
YEL056W	HAT2	Histone AcetylTransferase	9.1	hr	-0.52	0.15	0.06	54.16	0.46	401	78.06	0.08	45029.4
YEL058W	PCM1	PhosphoaCetylglucosamine Mutase	10.9	hr	-0.16	0.16	0.19	33.12	0.54	557	85.78	0.09	62053.2
YEL059C-A	SOM1	SOrting Mitochondrial	9.7	hr	-0.52	0.08	-0.04	21.34	0.42	74	58.12	0.09	8414.6
YEL060C	PRB1	PRoteinase B	19.3	hr	-0.66	0.3	0.41	32.1	0.67	635	69.35	0.07	69606.1
YEL061C	CIN8	Chromosome INstability	1.3	hr	-0.7	0.14	0.02	47.25	0.45	1000	76.51	0.05	113316.4
YEL062W	NPR2	Nitrogen Permease Regulator	7.8	hr	-0.35	0.13	0.04	48.2	0.45	615	78.95	0.1	69868.4
YEL063C	CAN1	CANavanine resistance	1.4	hr	0.33	0.22	0.28	30.9	0.59	590	92.41	0.15	65789.8
YEL066W	HPA3	Histone and other Protein Acetyltransferase	7.8	hr	-0.53	0.14	0.11	44.3	0.5	179	63.92	0.13	20698.7
YEL071W	DLD3	D-Lactate Dehydrogenase	15.5	hr	-0.26	0.22	0.22	41.51	0.56	496	84.65	0.09	55221.5
YER001W	MNN1	MaNNosyltransferase	2.6	hr	-0.57	0.16	0.04	38.57	0.46	762	69.96	0.12	88527.0
YER002W	NOP16	NucleOlar Protein	6.1	hr	-1.24	0.18	0.09	58.06	0.49	231	62.94	0.06	26908.8
YER003C	PMI40	PhosphoMannose Isomerase	13.2	hr	-0.49	0.29	0.29	44.37	0.6	429	74.04	0.09	48179.1
YER004W	FMP52	Found in Mitochondrial Proteome	10.2	hr	-0.12	0.12	0.12	33.3	0.49	231	93.16	0.07	25092.2
YER005W	YND1	Yeast Nucleoside Diphosphatase	9.9	hr	-0.44	0.12	-0.01	45.16	0.42	630	71.26	0.12	71840.6
YER006W	NUG1	NUclear GTPase	7.2	hr	-0.58	0.21	0.21	46.02	0.55	520	82.02	0.05	57716.4
YER007C-A	TMA20	Translation Machinery Associated	10.8	hr	-0.18	0.23	0.21	33.54	0.56	181	95.18	0.07	20276.8
YER007W	PAC2	Perish in the Absence of Cin8p	7.7	hr	-0.37	0.12	0.03	40.68	0.45	518	90.46	0.1	59265.2
YER008C	SEC3	SECretory	11.6	hr	-0.69	0.15	0.08	52.97	0.48	1336	77.47	0.07	154653.3
YER009W	NTF2	Nuclear Transport Factor	8.9	hr	-0.39	0.33	0.4	32.79	0.66	125	77.49	0.13	14446.2
YER010C	""	""	10.1	hr	-0.06	0.12	0.03	39.1	0.45	234	97.69	0.07	25563.5
YER012W	PRE1	PRoteinase yscE	12.7	hr	-0.36	0.2	0.18	37.03	0.53	198	87.0	0.09	22513.9
YER013W	PRP22	Pre-mRNA Processing	5.3	hr	-0.47	0.13	0.0	48.09	0.44	1145	83.14	0.07	130014.2
YER014W	HEM14	HEMe biosynthesis	8.3	hr	-0.32	0.12	0.08	27.85	0.46	539	87.83	0.07	59720.7
YER016W	BIM1	BInding to Microtubules	12.2	hr	-0.62	0.1	-0.07	36.88	0.4	344	73.25	0.08	38350.0
YER017C	AFG3	ATPase Family Gene	6.4	hr	-0.36	0.14	0.12	36.13	0.49	761	80.4	0.08	84557.7
YER019C-A	SBH2	Sec61 beta homolog 2	6.0	hr	0.03	0.21	0.36	54.64	0.63	88	96.57	0.08	9613.3
YER019W	ISC1	Inositol phosphoSphingolipid phospholipase C	14.0	hr	-0.21	0.13	0.2	43.42	0.54	477	85.15	0.1	53941.1
YER020W	GPA2	G Protein Alpha subunit	9.0	hr	-0.54	0.1	0.06	49.97	0.46	449	75.51	0.08	50445.2
YER021W	RPN3	Regulatory Particle Non-ATPase	9.7	hr	-0.34	0.18	0.12	42.69	0.5	523	92.23	0.09	60377.3
YER022W	SRB4	Suppressor of RNA polymerase B	9.2	hr	-0.57	0.15	0.03	50.28	0.45	687	90.87	0.06	78450.5
YER023W	PRO3	PROline requiring	10.0	hr	0.11	0.21	0.29	25.87	0.59	286	95.3	0.05	30126.1
YER025W	GCD11	General Control Derepressed	9.0	hr	-0.23	0.33	0.42	45.59	0.67	527	94.85	0.05	57863.5
YER027C	GAL83	GALactose metabolism	7.7	hr	-0.82	0.14	0.01	43.76	0.43	417	60.48	0.07	46619.7
YER029C	SMB1	SmB/B' homolog	11.1	hr	-1.04	0.09	-0.09	47.48	0.37	196	71.16	0.04	22403.4
YER030W	CHZ1	Chaperone for Htz1/H2A-H2B dimer	10.1	hr	-1.78	0.25	0.2	71.23	0.56	153	36.81	0.03	17440.6
YER031C	YPT31	Yeast Protein Two	9.7	hr	-0.53	0.16	0.11	25.33	0.5	223	73.2	0.08	24461.3
YER032W	FIR1	Factor Interacting with REF2	55.9	min	-0.95	0.14	0.03	65.48	0.44	876	64.07	0.05	98812.2
YER034W	""	""	7.3	hr	-1.19	0.09	-0.11	42.13	0.37	185	67.24	0.04	21186.8
YER036C	ARB1	ATP-binding cassette protein involved in Ribosome Biogenesis	9.5	hr	-0.37	0.37	0.46	41.45	0.69	610	88.72	0.07	68370.8
YER040W	GLN3	GLutamiNe metabolism	5.7	hr	-0.81	0.11	0.0	54.72	0.43	730	56.35	0.06	79401.0
YER042W	MXR1	peptide Methionine sulfoXide Reductase	10.2	hr	-0.68	0.17	0.03	40.42	0.46	184	62.26	0.12	21140.1
YER043C	SAH1	S-Adenosyl-l-Homocysteine hydrolase	8.1	hr	0.0	0.64	0.72	35.56	0.84	449	91.97	0.07	49115.0
YER044C	ERG28	ERGosterol biosynthesis	23.2	hr	0.33	0.35	0.52	32.67	0.72	148	84.4	0.17	17141.4
YER047C	SAP1	Sin1 Associated Protein	7.4	hr	-0.74	0.13	0.04	52.39	0.45	897	70.15	0.06	100344.1
YER048C	CAJ1	""	9.2	hr	-0.84	0.19	0.12	37.37	0.51	391	60.59	0.08	44847.3
YER048W-A	ISD11	Iron-Sulfur protein biogenesis, Desulfurase-interacting protein	6.7	hr	-0.76	0.2	0.26	41.93	0.58	94	60.24	0.13	11276.3
YER049W	TPA1	Termination and PolyAdenylation	8.9	hr	-0.62	0.26	0.27	43.0	0.58	644	75.32	0.1	74017.9
YER050C	RSM18	Ribosomal Small subunit of Mitochondria	3.5	hr	-0.74	0.14	0.06	37.57	0.47	138	70.26	0.07	15855.8
YER051W	JHD1	JmjC domain-containing Histone Demethylase	4.0	hr	-0.54	0.13	-0.06	35.45	0.41	492	77.6	0.1	56525.9
YER052C	HOM3	HOMoserine requiring	16.3	hr	-0.1	0.26	0.3	34.01	0.6	527	94.16	0.07	58105.3
YER053C	PIC2	PI Carrier	10.4	hr	0.03	0.16	0.11	36.3	0.49	300	78.8	0.13	33545.8
YER055C	HIS1	HIStidine	17.1	hr	0.1	0.19	0.21	24.48	0.55	297	104.07	0.05	32264.7
YER056C	FCY2	FluoroCYtosine resistance	53.3	min	0.49	0.2	0.25	30.09	0.57	533	95.36	0.15	58191.5
YER057C	HMF1	Homologous Mmf1p Factor	9.2	hr	0.18	0.31	0.4	29.03	0.67	129	95.81	0.06	13902.1
YER058W	PET117	PETite colonies	7.3	hr	-0.9	0.09	-0.08	47.38	0.4	107	59.78	0.05	12286.3
YER059W	PCL6	Pho85 CycLin	5.6	hr	-0.71	0.11	-0.05	44.9	0.4	420	68.73	0.06	47001.6
YER061C	CEM1	Condensing Enzyme with Mitochondrial function	7.0	hr	-0.1	0.12	0.04	33.86	0.44	442	92.05	0.06	47559.9
YER062C	GPP2	Glycerol-3-Phosphate Phosphatase	11.9	hr	-0.28	0.29	0.38	23.38	0.66	250	78.98	0.11	27809.9
YER063W	THO1	suppressor of the Transcriptional defect of Hpr1 by Overexpression	10.5	hr	-1.22	0.19	0.25	65.46	0.57	218	62.28	0.02	24137.9
YER065C	ICL1	IsoCitrate Lyase	1.0	hr	-0.42	0.25	0.3	34.29	0.61	557	70.99	0.09	62399.4
YER067W	RGI1	Respiratory Growth Induced	7.5	hr	-0.94	0.21	0.07	39.91	0.5	161	56.01	0.1	18979.3
YER068W	MOT2	Modulator Of Transcription	8.7	hr	-0.73	0.15	0.07	43.74	0.47	587	64.76	0.07	65358.9
YER069W	ARG5,6	ARGinine requiring	44.3	hr	-0.17	0.2	0.2	31.45	0.55	863	92.44	0.08	94875.2
YER070W	RNR1	RiboNucleotide Reductase	3.9	hr	-0.33	0.31	0.38	41.99	0.65	888	76.1	0.09	99549.2
YER071C	TDA2	Topoisomerase I Damage Affected	13.6	hr	-0.58	0.13	0.02	52.71	0.44	126	95.73	0.07	14492.4
YER072W	VTC1	Vacuolar Transporter Chaperone	9.7	hr	0.39	0.14	0.19	29.79	0.51	129	103.21	0.12	14381.3
YER073W	ALD5	ALdehyde Dehydrogenase	12.3	hr	-0.13	0.2	0.24	24.36	0.57	520	83.54	0.09	56696.4
YER075C	PTP3	Protein Tyrosine Phosphatase	3.9	hr	-0.49	0.14	0.02	49.53	0.44	928	79.14	0.08	105224.2
YER077C	MRX1	Mitochondrial oRganization of gene eXpression (MIOREX)	3.6	hr	-0.38	0.12	0.0	44.66	0.43	688	90.57	0.08	79580.6
YER078C	ICP55	Intermediate Cleaving Peptidase	7.5	hr	-0.4	0.16	0.11	39.09	0.49	511	80.24	0.1	57984.3
YER079W	""	""	3.9	hr	-1.1	0.17	0.07	39.57	0.47	210	51.73	0.05	23203.8
YER080W	AIM9	Altered Inheritance rate of Mitochondria	8.8	hr	-0.58	0.2	0.15	39.38	0.53	627	79.29	0.09	72421.8
YER081W	SER3	SERine requiring	16.8	hr	-0.05	0.33	0.39	43.21	0.66	469	97.65	0.06	51180.7
YER082C	UTP7	U Three Protein	8.0	hr	-0.72	0.16	0.11	40.3	0.49	554	72.49	0.07	62335.5
YER083C	GET2	Guided Entry of Tail-anchored proteins	8.7	hr	-0.06	0.12	0.08	43.2	0.46	285	97.59	0.09	31500.7
YER086W	ILV1	IsoLeucine-plus-Valine requiring	8.2	hr	-0.17	0.31	0.41	36.9	0.66	576	90.86	0.08	63836.9
YER087C-B	SBH1	Sec61 beta homolog 1	10.9	hr	0.04	0.18	0.2	36.03	0.53	82	96.12	0.06	8719.3
YER087W	AIM10	Altered Inheritance rate of Mitochondria	6.1	hr	-0.51	0.13	-0.01	39.98	0.42	576	77.34	0.09	65881.1
YER088C	DOT6	Disruptor Of Telomeric silencing	3.0	hr	-0.82	0.17	0.21	60.08	0.54	670	54.36	0.05	73064.6
YER089C	PTC2	Phosphatase Two C	8.3	hr	-0.4	0.14	0.14	40.19	0.51	464	77.13	0.05	50360.7
YER090W	TRP2	TRyPtophan	10.5	hr	-0.34	0.22	0.21	39.95	0.55	507	86.05	0.08	56756.1
YER091C	MET6	METhionine requiring	7.5	hr	-0.28	0.66	0.73	33.46	0.84	767	84.92	0.09	85853.6
YER092W	IES5	Ino Eighty Subunit	6.3	hr	-0.65	0.09	-0.12	38.35	0.37	125	90.63	0.05	14299.0
YER094C	PUP3	PUtative Proteasome subunit	8.8	hr	-0.01	0.16	0.22	34.64	0.55	205	87.93	0.1	22599.0
YER095W	RAD51	RADiation sensitive	3.4	hr	-0.22	0.17	0.22	37.17	0.55	400	81.36	0.06	42943.9
YER099C	PRS2	PhosphoRibosylpyrophosphate Synthetase	10.8	hr	0.02	0.13	0.05	29.56	0.46	318	103.65	0.05	34759.3
YER100W	UBC6	UBiquitin-Conjugating	1.4	hr	-0.64	0.15	0.08	39.02	0.48	250	68.61	0.09	28379.3
YER101C	AST2	ATPase STabilizing	10.8	hr	-0.27	0.15	0.04	23.97	0.45	430	86.19	0.1	48379.2
YER103W	SSA4	Stress-Seventy subfamily A	10000.0	hr	-0.44	0.18	0.19	33.43	0.54	642	77.41	0.06	69631.6
YER105C	NUP157	NUclear Pore	10.1	hr	-0.21	0.13	0.02	39.11	0.44	1391	90.81	0.1	156636.6
YER107C	GLE2	GLFG LEthal	10.5	hr	-0.48	0.11	-0.07	43.59	0.4	365	60.25	0.1	40529.2
YER110C	KAP123	KAryoPherin	9.3	hr	0.0	0.34	0.43	40.02	0.68	1113	98.99	0.07	122526.6
YER111C	SWI4	SWItching deficient	5.7	hr	-0.84	0.14	0.03	53.26	0.47	1093	71.05	0.06	123820.0
YER112W	LSM4	Like SM	10.2	hr	-1.16	0.21	0.23	43.37	0.57	187	63.36	0.07	21281.5
YER113C	TMN3	TransMembrane Nine	9.1	hr	0.1	0.11	-0.03	35.55	0.41	706	91.87	0.15	81546.2
YER114C	BOI2	Bem1 (One) Interacting protein	5.7	hr	-0.87	0.13	0.06	53.86	0.46	1040	57.28	0.07	115697.8
YER120W	SCS2	Suppressor of Choline Sensitivity	10.7	hr	-0.3	0.19	0.28	56.94	0.6	244	83.5	0.07	26915.7
YER122C	GLO3	GLyOxalase	9.2	hr	-0.99	0.17	0.06	29.49	0.47	493	50.11	0.08	55097.3
YER125W	RSP5	Reverses Spt- Phenotype	7.8	hr	-0.68	0.19	0.18	39.89	0.53	809	62.32	0.1	91810.2
YER126C	NSA2	Nop Seven Associated	3.0	hr	-0.79	0.3	0.41	46.67	0.67	261	69.86	0.05	29752.3
YER127W	LCP5	Lethal with Conditional Pap1	11.0	hr	-1.1	0.16	0.13	42.62	0.5	357	61.32	0.05	40792.9
YER128W	VFA1	Vps Four-Associated	5.1	hr	-0.88	0.16	0.1	34.56	0.49	203	65.33	0.08	23491.9
YER129W	SAK1	Snf1 Activating Kinase	47.1	hr	-0.72	0.12	-0.04	52.49	0.4	1142	70.96	0.05	126889.1
YER131W	RPS26B	Ribosomal Protein of the Small subunit	11.2	hr	-0.82	0.71	0.82	55.89	0.9	119	62.55	0.04	13470.2
YER132C	PMD1	Paralog of MDS3	9.5	hr	-0.63	0.12	0.0	55.87	0.42	1753	69.05	0.08	195387.8
YER133W	GLC7	GLyCogen	15.7	hr	-0.27	0.23	0.19	47.26	0.53	312	84.46	0.11	35900.6
YER134C	""	""	9.3	hr	-0.42	0.14	0.03	17.1	0.45	178	79.76	0.12	20440.6
YER136W	GDI1	GDP Dissociation Inhibitor	11.0	hr	-0.39	0.23	0.23	40.73	0.56	451	81.9	0.1	51196.7
YER137C	""	""	8.5	hr	-0.51	0.11	-0.04	27.68	0.42	148	83.69	0.03	16610.7
YER139C	RTR1	Regulator of TRanscription	5.8	hr	-0.62	0.14	-0.04	41.02	0.41	226	77.74	0.09	26223.8
YER141W	COX15	Cytochrome c OXidase	32.5	hr	0.08	0.18	0.25	38.71	0.56	486	95.46	0.1	54690.2
YER143W	DDI1	DNA Damage Inducible	6.2	hr	-0.25	0.12	0.08	37.31	0.47	428	91.74	0.06	47342.6
YER144C	UBP5	UBiquitin-specific Protease	10000.0	hr	-0.38	0.12	0.04	47.52	0.45	805	79.9	0.1	92271.7
YER145C	FTR1	Fe TRansporter	5.1	hr	0.2	0.19	0.34	39.81	0.62	404	100.45	0.12	45727.8
YER146W	LSM5	Like SM	9.4	hr	-0.06	0.1	0.0	48.79	0.43	93	111.64	0.04	10415.0
YER147C	SCC4	Sister Chromatid Cohesion	18.1	hr	-0.18	0.08	-0.04	40.25	0.4	624	89.51	0.1	72144.6
YER148W	SPT15	SuPpressor of Ty insertions	4.8	hr	-0.25	0.17	0.14	35.81	0.53	240	80.26	0.09	27011.6
YER149C	PEA2	PEAnut shmoo mutant	9.5	hr	-0.91	0.13	0.05	45.13	0.44	420	70.82	0.07	48151.0
YER151C	UBP3	UBiquitin-specific Protease	10.3	hr	-0.79	0.18	0.13	48.22	0.51	912	63.56	0.07	101918.9
YER152C	""	""	18.2	hr	-0.28	0.09	0.05	41.21	0.45	443	79.3	0.1	49486.8
YER154W	OXA1	cytochrome OXidase Activity	11.2	hr	-0.12	0.16	0.22	40.11	0.55	402	88.41	0.08	44836.4
YER155C	BEM2	Bud EMergence	6.8	hr	-0.47	0.15	0.04	46.36	0.45	2167	79.58	0.08	245445.0
YER156C	""	""	11.6	hr	-0.35	0.16	0.19	38.43	0.54	338	77.71	0.11	38174.8
YER157W	COG3	Conserved Oligomeric Golgi complex	9.8	hr	-0.39	0.18	0.12	37.79	0.51	801	89.53	0.1	92525.8
YER159C	BUR6	Bypass UAS Requirement	7.0	hr	-0.5	0.08	-0.05	40.42	0.41	142	76.71	0.04	15511.8
YER161C	SPT2	SuPpressor of Ty's	4.8	hr	-1.48	0.12	-0.02	67.37	0.41	333	47.42	0.05	38565.0
YER162C	RAD4	RADiation sensitive	1.4	hr	-0.72	0.13	0.02	48.75	0.45	754	69.08	0.08	87179.4
YER163C	GCG1	Gamma-glutamyl Cyclotransferase acting on Glutathione	10.1	hr	-0.47	0.1	0.01	28.37	0.44	232	83.36	0.09	26285.7
YER165W	PAB1	Poly(A) Binding protein	9.6	hr	-0.68	0.49	0.61	41.92	0.78	577	62.59	0.09	64335.9
YER166W	DNF1	Drs2 Neo1 Family	9.4	hr	-0.3	0.16	0.11	38.9	0.5	1571	80.01	0.11	177776.8
YER167W	BCK2	Bypass of C Kinase	2.4	hr	-0.89	0.14	0.08	51.49	0.47	851	51.19	0.07	93740.0
YER168C	CCA1	tRNA CCA-pyrophosphorylase	9.4	hr	-0.35	0.14	0.03	41.23	0.45	546	90.23	0.09	62488.6
YER169W	RPH1	Regulator of PHR1	6.6	hr	-0.69	0.12	0.01	52.71	0.43	796	68.78	0.08	90232.6
YER170W	ADK2	ADenylate Kinase	2.8	hr	-0.37	0.1	-0.02	34.21	0.39	225	97.72	0.07	25197.2
YER171W	RAD3	RADiation sensitive	8.4	hr	-0.32	0.15	0.07	45.02	0.47	778	85.58	0.09	89767.0
YER172C	BRR2	Bad Response to Refrigeration	7.5	hr	-0.32	0.13	0.01	43.57	0.44	2163	88.63	0.09	246125.2
YER174C	GRX4	GlutaRedoXin	9.9	hr	-0.35	0.14	0.03	45.78	0.46	244	79.22	0.09	27475.0
YER175C	TMT1	Trans-aconitate MethylTransferase	10000.0	hr	-0.64	0.16	0.08	42.07	0.48	299	63.03	0.13	34763.6
YER176W	ECM32	ExtraCellular Mutant	12.1	hr	-0.73	0.14	0.07	38.34	0.48	1121	71.77	0.07	127020.3
YER177W	BMH1	Brain Modulosignalin Homolog	11.6	hr	-0.66	0.32	0.5	57.84	0.72	267	70.95	0.07	30074.6
YER178W	PDA1	Pyruvate Dehydrogenase Alpha	8.6	hr	-0.3	0.3	0.39	38.77	0.65	420	70.87	0.1	46346.6
YER180C-A	SLO1	Scoco-Like Orf	5.5	hr	-1.0	0.11	0.02	57.59	0.42	85	69.28	0.04	9731.0
YER182W	FMP10	Found in Mitochondrial Proteome	9.8	hr	-0.36	0.12	0.05	38.46	0.46	244	83.07	0.1	27710.3
YER183C	FAU1	Folinic Acid Utilization	9.9	hr	-0.3	0.12	0.0	52.68	0.43	211	83.29	0.08	24057.0
YFL001W	DEG1	DEpressed Growth rate	8.3	hr	-0.45	0.15	0.07	49.29	0.48	442	76.48	0.1	50907.5
YFL002C	SPB4	Suppressor of PAB1	7.4	hr	-0.36	0.13	0.03	36.32	0.45	606	84.95	0.09	69436.1
YFL004W	VTC2	Vacuolar Transporter Chaperone	10.2	hr	-0.53	0.2	0.15	43.05	0.51	828	82.08	0.1	95436.5
YFL005W	SEC4	SECretory	9.9	hr	-0.23	0.2	0.2	23.49	0.56	215	87.38	0.07	23506.0
YFL007W	BLM10	BLeoMycin resistance	5.8	hr	-0.2	0.15	0.05	38.63	0.46	2143	91.35	0.1	245943.3
YFL008W	SMC1	Stability of MiniChromosomes	8.6	hr	-0.74	0.16	0.09	43.87	0.49	1225	83.74	0.07	141270.5
YFL009W	CDC4	Cell Division Cycle	1.0	hr	-0.28	0.14	0.03	37.7	0.45	779	86.02	0.08	86086.9
YFL010C	WWM1	WW domain containing protein interacting with Metacaspase	7.5	hr	-1.01	0.14	0.14	54.83	0.49	211	29.09	0.12	22642.4
YFL013C	IES1	Ino Eighty Subunit	8.2	hr	-0.69	0.13	0.04	48.9	0.46	692	77.21	0.06	78728.4
YFL014W	HSP12	Heat Shock Protein	9.1	hr	-1.21	0.64	0.78	26.53	0.88	109	40.22	0.06	11688.8
YFL016C	MDJ1	Mitochondrial DnaJ	11.8	hr	-0.56	0.16	0.16	34.6	0.53	511	62.5	0.08	55579.8
YFL017C	GNA1	GlucosamiNe-6-phosphate Acetyltransferase	10.5	hr	-0.24	0.14	0.05	34.92	0.48	159	89.99	0.09	18130.0
YFL017W-A	SMX2	""	8.8	hr	0.02	0.1	0.02	33.55	0.45	77	120.02	0.04	8479.9
YFL018C	LPD1	LiPoamide Dehydrogenase	10.0	hr	-0.18	0.25	0.34	32.57	0.63	499	91.72	0.06	54012.7
YFL021W	GAT1	""	2.8	hr	-0.61	0.12	0.09	45.04	0.48	510	68.49	0.06	56334.5
YFL023W	BUD27	BUD site selection	7.9	hr	-1.05	0.14	-0.03	53.33	0.43	796	64.43	0.06	91351.3
YFL024C	EPL1	Enhancer of Polycomb Like	8.0	hr	-1.02	0.15	0.07	56.06	0.48	832	63.18	0.08	96748.2
YFL027C	GYP8	Gtpase-activating protein for Ypt Proteins	7.6	hr	-0.21	0.12	0.02	45.48	0.44	497	97.55	0.1	57626.4
YFL028C	CAF16	CCR4 Associated Factor	10.7	hr	-0.26	0.17	0.09	26.98	0.48	289	96.92	0.08	33087.3
YFL029C	CAK1	Cdk-Activating Kinase	16.9	hr	-0.3	0.14	0.05	37.68	0.47	368	84.49	0.09	42178.8
YFL033C	RIM15	Regulator of IME2	5.5	hr	-0.59	0.13	0.03	47.32	0.44	1770	73.41	0.07	196508.3
YFL034C-A	RPL22B	Ribosomal Protein of the Large subunit	9.8	hr	-0.54	0.29	0.35	34.13	0.64	122	78.0	0.1	13825.7
YFL034C-B	MOB2	Mps One Binder	5.7	hr	-0.49	0.11	-0.01	47.82	0.43	287	66.1	0.13	33285.2
YFL034W	MIL1	Medium adaptin-Interacting Ligand	8.2	hr	-0.54	0.16	0.1	55.93	0.48	1073	76.63	0.06	119470.7
YFL036W	RPO41	RNA POlymerase	2.8	hr	-0.42	0.17	0.12	42.08	0.49	1351	85.19	0.08	153064.9
YFL037W	TUB2	TUBulin	11.1	hr	-0.37	0.27	0.38	33.43	0.65	457	68.93	0.1	50892.1
YFL038C	YPT1	Yeast Protein Two	10.9	hr	-0.41	0.18	0.29	30.83	0.6	206	78.73	0.09	23210.5
YFL039C	ACT1	ACTin	10.4	hr	-0.18	0.71	0.8	39.88	0.89	375	80.6	0.09	41679.0
YFL041W	FET5	FErrous Transport	5.7	hr	-0.27	0.14	0.09	36.56	0.48	622	81.97	0.11	70842.5
YFL042C	LAM5	Lipid transfer protein Anchored at Membrane contact site	5.4	hr	-0.61	0.13	0.05	47.99	0.46	674	69.53	0.08	76315.8
YFL044C	OTU1	Ovarian TUmor	7.1	hr	-0.33	0.18	0.23	39.22	0.57	301	85.93	0.07	33499.2
YFL045C	SEC53	SECretory	10.8	hr	-0.39	0.54	0.61	41.02	0.78	254	76.77	0.12	29054.1
YFL046W	FMP32	Found in Mitochondrial Proteome	7.7	hr	-0.49	0.13	-0.02	41.27	0.42	207	86.85	0.06	24018.8
YFL047W	RGD2	RhoGAP domain	7.8	hr	-0.44	0.14	0.04	37.01	0.46	714	82.19	0.1	82192.2
YFL048C	EMP47	""	7.2	hr	-0.41	0.18	0.12	25.04	0.5	445	83.85	0.09	50327.9
YFL049W	SWP82	SWi/snf-associated Protein	8.3	hr	-0.55	0.14	0.07	31.95	0.48	623	80.18	0.08	70282.5
YFR001W	LOC1	LOCalization of mRNA	9.4	hr	-1.27	0.18	0.19	51.71	0.55	204	66.21	0.03	23622.0
YFR002W	NIC96	Nucleoporin-Interacting Component of 96 kDa	10.2	hr	-0.36	0.15	0.07	45.02	0.47	839	95.31	0.09	96169.7
YFR004W	RPN11	Regulatory Particle Non-ATPase	10.3	hr	-0.38	0.2	0.22	38.85	0.56	306	80.33	0.06	34392.7
YFR005C	SAD1	SnRNP Assembly Defective	7.0	hr	-0.36	0.12	-0.06	39.95	0.4	448	84.55	0.11	52164.1
YFR006W	""	""	10.6	hr	-0.42	0.21	0.17	38.62	0.53	535	77.97	0.11	61741.1
YFR007W	YFH7	""	10.8	hr	-0.31	0.15	0.06	42.23	0.47	353	91.25	0.07	39881.9
YFR008W	FAR7	Factor ARrest	8.1	hr	-0.75	0.13	0.03	66.29	0.45	221	87.12	0.05	25910.7
YFR009W	GCN20	General Control Nonderepressible	10.4	hr	-0.46	0.29	0.32	36.23	0.61	752	86.52	0.07	85015.3
YFR010W	UBP6	UBiquitin-specific Protease	9.2	hr	-0.66	0.21	0.18	45.52	0.54	499	70.78	0.09	57110.3
YFR011C	MIC19	MItochondrial contact site and Cristae organizing system	5.3	hr	-0.72	0.21	0.2	30.39	0.54	170	78.04	0.05	18853.4
YFR014C	CMK1	CalModulin dependent protein Kinase	8.7	hr	-0.57	0.16	0.09	45.52	0.48	446	81.39	0.07	50289.6
YFR015C	GSY1	Glycogen SYnthase	85.3	hr	-0.35	0.19	0.21	33.63	0.55	708	81.91	0.1	80492.9
YFR016C	""	""	8.8	hr	-1.14	0.15	0.05	49.75	0.48	1233	62.12	0.03	137537.2
YFR019W	FAB1	Forms Aploid and Binucleate cells	6.8	hr	-0.67	0.14	0.05	43.26	0.46	2278	70.64	0.08	257439.9
